Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
19,Travel_Rarely,303,1322,Research & Development,Bachelor,Life Sciences,Medium,Male,Laboratory Technician,Very High,Single,1102,1,No,Outstanding,1,3,1,1,0,Yes
46,Travel_Rarely,526,12544,Sales,College,Marketing,Medium,Female,Sales Executive,Low,Divorced,10453,1,No,Outstanding,24,2,24,15,7,No
38,Travel_Rarely,1380,2746,Research & Development,College,Life Sciences,High,Female,Laboratory Technician,Very High,Single,2288,1,No,Excellent,2,3,2,2,1,No
31,Travel_Rarely,140,4715,Research & Development,Below College,Medical,High,Female,Research Scientist,Very High,Married,3929,8,Yes,Outstanding,7,0,4,0,2,No
34,Travel_Rarely,629,2773,Research & Development,College,Medical,Very High,Female,Research Scientist,Medium,Single,2311,2,No,Excellent,9,3,3,1,2,No
41,Travel_Rarely,1356,3768,Sales,College,Marketing,Medium,Female,Sales Representative,Medium,Single,3140,1,Yes,Outstanding,4,5,4,0,2,Yes
50,Travel_Rarely,328,4428,Research & Development,Bachelor,Medical,High,Male,Laboratory Technician,High,Married,3690,2,No,Excellent,5,2,3,0,2,No
53,Travel_Rarely,1084,5340,Research & Development,College,Medical,Very High,Female,Manufacturing Director,Low,Divorced,4450,1,No,Excellent,5,3,4,1,3,No
33,Travel_Rarely,931,3307,Research & Development,Bachelor,Medical,Very High,Female,Research Scientist,Medium,Married,2756,1,No,Excellent,8,5,8,1,6,No
40,Travel_Rarely,989,22840,Research & Development,Below College,Medical,Very High,Female,Manager,High,Married,19033,1,No,Excellent,21,2,20,9,9,No
55,Travel_Rarely,692,22466,Research & Development,Master,Medical,High,Male,Research Director,Medium,Single,18722,8,No,Excellent,36,3,24,2,15,No
34,Travel_Frequently,1069,11456,Research & Development,Below College,Life Sciences,Very High,Male,Manufacturing Director,High,Married,9547,1,No,Excellent,10,2,10,1,9,No
51,Travel_Rarely,313,16481,Research & Development,Bachelor,Medical,Very High,Female,Healthcare Representative,Medium,Single,13734,3,No,Excellent,21,6,7,1,0,No
52,Travel_Rarely,699,23999,Research & Development,Master,Life Sciences,High,Male,Manager,High,Married,19999,0,No,Excellent,34,5,33,11,9,No
27,Travel_Rarely,894,2735,Research & Development,Bachelor,Medical,Very High,Female,Research Scientist,Medium,Single,2279,1,No,Excellent,7,2,7,0,3,No
35,Travel_Rarely,556,7099,Research & Development,College,Life Sciences,Medium,Male,Manufacturing Director,High,Married,5916,3,Yes,Excellent,8,1,1,0,1,Yes
43,Non-Travel,1344,2507,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Very High,Divorced,2089,4,No,Excellent,7,3,5,2,2,No
45,Non-Travel,1195,20150,Research & Development,College,Medical,Low,Male,Manager,Very High,Married,16792,9,No,Outstanding,22,1,20,11,8,No
37,Travel_Rarely,290,4277,Research & Development,Bachelor,Life Sciences,Medium,Male,Research Scientist,Low,Married,3564,1,Yes,Excellent,8,3,8,1,7,No
35,Travel_Frequently,138,5310,Research & Development,Bachelor,Medical,Medium,Female,Laboratory Technician,Medium,Single,4425,5,No,Excellent,10,5,6,1,2,No
42,Non-Travel,926,6318,Research & Development,College,Medical,High,Female,Manufacturing Director,High,Divorced,5265,2,No,Excellent,11,5,5,0,2,No
38,Travel_Rarely,1261,7864,Research & Development,Master,Life Sciences,Very High,Male,Manufacturing Director,High,Married,6553,9,No,Excellent,14,3,1,0,0,No
38,Travel_Rarely,1084,7513,Research & Development,Bachelor,Technical Degree,Very High,Male,Manufacturing Director,Very High,Married,6261,3,No,Excellent,9,3,7,1,7,No
27,Travel_Frequently,472,5158,Research & Development,Below College,Technical Degree,High,Male,Manufacturing Director,Low,Married,4298,5,No,Excellent,6,1,2,2,0,No
49,Non-Travel,1002,8165,Research & Development,Master,Life Sciences,Very High,Male,Manufacturing Director,Very High,Divorced,6804,1,Yes,Excellent,7,0,7,1,7,No
34,Travel_Frequently,878,4578,Research & Development,Master,Medical,Very High,Male,Research Scientist,High,Divorced,3815,1,Yes,Excellent,5,4,5,2,0,No
40,Travel_Rarely,905,3289,Research & Development,College,Medical,High,Male,Laboratory Technician,Very High,Married,2741,8,Yes,Excellent,15,2,7,3,7,No
38,Travel_Rarely,1180,8008,Research & Development,Below College,Medical,Medium,Male,Healthcare Representative,Low,Married,6673,7,Yes,Excellent,17,2,1,0,0,Yes
29,Travel_Rarely,121,9167,Sales,Bachelor,Marketing,Medium,Female,Sales Executive,Very High,Married,7639,1,No,Outstanding,10,3,10,1,9,Yes
22,Travel_Rarely,1136,2794,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,Medium,Divorced,2328,1,Yes,Excellent,4,2,4,2,2,No
36,Travel_Frequently,635,2584,Research & Development,Below College,Medical,Medium,Female,Laboratory Technician,Very High,Single,2153,1,No,Excellent,8,2,8,1,7,No
40,Non-Travel,1151,5851,Research & Development,Doctor,Life Sciences,Very High,Male,Healthcare Representative,Very High,Married,4876,9,No,Excellent,5,5,3,0,2,No
46,Travel_Rarely,644,11275,Research & Development,Master,Medical,Very High,Male,Healthcare Representative,Low,Divorced,9396,7,No,Excellent,17,3,4,0,3,No
32,Travel_Rarely,1045,12480,Sales,Master,Medical,Very High,Male,Sales Executive,Very High,Married,10400,1,No,Excellent,14,2,14,9,8,Yes
30,Non-Travel,829,10169,Research & Development,Below College,Life Sciences,High,Male,Manufacturing Director,High,Single,8474,1,No,Outstanding,12,2,11,5,8,No
27,Travel_Frequently,1242,11977,Sales,Bachelor,Life Sciences,Very High,Female,Sales Executive,High,Single,9981,1,No,Excellent,7,2,7,0,7,No
51,Travel_Rarely,1469,14988,Research & Development,Master,Life Sciences,Medium,Male,Research Director,Medium,Married,12490,5,No,Excellent,16,5,10,4,7,No
30,Travel_Rarely,1005,3188,Research & Development,Bachelor,Technical Degree,Very High,Female,Research Scientist,Low,Single,2657,5,Yes,Excellent,8,5,5,0,4,Yes
41,Travel_Rarely,896,16309,Sales,Bachelor,Life Sciences,Very High,Female,Manager,Very High,Single,13591,3,Yes,Excellent,16,3,1,0,0,No
30,Travel_Frequently,334,8035,Sales,Master,Marketing,High,Female,Sales Executive,Low,Single,6696,5,No,Excellent,9,5,6,0,1,Yes
29,Travel_Rarely,992,2470,Research & Development,Bachelor,Technical Degree,High,Male,Research Scientist,High,Single,2058,0,No,Excellent,7,1,6,1,5,Yes
45,Non-Travel,1052,10638,Sales,Bachelor,Medical,Very High,Female,Sales Executive,Very High,Single,8865,6,No,Excellent,23,2,19,12,8,No
54,Travel_Rarely,1147,7128,Sales,Bachelor,Marketing,Very High,Female,Sales Executive,Low,Married,5940,2,No,Excellent,16,4,6,0,5,No
36,Travel_Rarely,1396,7097,Research & Development,College,Life Sciences,Very High,Male,Laboratory Technician,Medium,Single,5914,8,No,Excellent,16,3,13,3,7,No
33,Travel_Rarely,147,3146,Research & Development,Master,Medical,High,Female,Research Scientist,Medium,Married,2622,6,No,Outstanding,7,3,3,1,1,No
37,Travel_Frequently,663,14622,Research & Development,Bachelor,Other,Medium,Male,Research Director,Very High,Divorced,12185,1,Yes,Excellent,10,1,10,0,7,No
38,Travel_Rarely,119,12731,Sales,Bachelor,Life Sciences,Low,Male,Sales Executive,High,Divorced,10609,0,No,Excellent,17,6,16,5,13,No
31,Non-Travel,979,5214,Research & Development,Master,Medical,High,Male,Manufacturing Director,High,Married,4345,0,No,Excellent,6,2,5,1,4,No
59,Travel_Rarely,142,2612,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,Very High,Married,2177,3,No,Excellent,7,6,1,0,0,No
37,Travel_Frequently,319,3352,Sales,Master,Marketing,Low,Male,Sales Representative,Very High,Divorced,2793,4,No,Excellent,13,2,9,5,8,No
29,Travel_Frequently,1413,9502,Sales,Below College,Medical,Medium,Female,Sales Executive,Very High,Married,7918,1,No,Excellent,11,5,11,4,1,No
35,Travel_Frequently,944,10547,Sales,Bachelor,Marketing,High,Female,Sales Executive,High,Single,8789,1,No,Excellent,10,3,10,0,8,No
29,Travel_Rarely,896,2867,Research & Development,Below College,Medical,High,Male,Research Scientist,Very High,Single,2389,1,Yes,Excellent,4,3,4,0,1,Yes
52,Travel_Rarely,1323,3854,Research & Development,Bachelor,Life Sciences,High,Female,Laboratory Technician,Very High,Single,3212,7,No,Excellent,6,3,2,2,2,No
42,Travel_Rarely,532,23078,Research & Development,College,Technical Degree,High,Male,Manager,Very High,Married,19232,1,No,Excellent,22,3,22,11,15,No
59,Travel_Rarely,818,2720,Human Resources,College,Medical,Medium,Male,Human Resources,High,Married,2267,8,No,Excellent,7,2,2,2,2,No
50,Travel_Rarely,854,23420,Sales,Master,Medical,Very High,Female,Manager,Very High,Divorced,19517,3,No,Excellent,32,3,7,0,6,No
33,Travel_Rarely,813,2923,Research & Development,Bachelor,Medical,High,Male,Laboratory Technician,Very High,Married,2436,5,Yes,Excellent,8,2,5,0,4,Yes
43,Travel_Rarely,1034,19277,Sales,Bachelor,Marketing,Very High,Female,Manager,Very High,Married,16064,5,Yes,Outstanding,22,3,17,1,9,No
33,Travel_Rarely,465,3248,Research & Development,College,Life Sciences,Low,Female,Laboratory Technician,Low,Married,2707,7,No,Outstanding,13,3,9,1,7,Yes
52,Non-Travel,771,22882,Sales,Master,Life Sciences,Low,Male,Manager,High,Single,19068,1,Yes,Excellent,33,2,33,15,12,No
32,Travel_Rarely,1401,4717,Sales,College,Life Sciences,High,Female,Sales Representative,Medium,Married,3931,2,No,Excellent,6,5,4,1,2,No
32,Travel_Rarely,515,4476,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,High,Single,3730,0,Yes,Excellent,4,2,3,1,2,Yes
39,Travel_Rarely,1431,2678,Research & Development,Master,Medical,High,Female,Laboratory Technician,High,Divorced,2232,7,No,Excellent,7,1,3,1,2,No
32,Non-Travel,976,5358,Sales,Master,Marketing,High,Male,Sales Executive,Very High,Married,4465,0,No,Excellent,4,2,3,2,2,No
41,Travel_Rarely,1411,3686,Research & Development,College,Life Sciences,High,Male,Research Scientist,Low,Divorced,3072,2,No,Excellent,17,2,1,0,0,No
40,Travel_Rarely,1300,3983,Research & Development,College,Technical Degree,Low,Male,Research Scientist,Very High,Divorced,3319,1,No,Excellent,9,3,9,4,7,No
45,Travel_Rarely,252,23042,Research & Development,Bachelor,Other,High,Male,Manager,Very High,Married,19202,0,No,Excellent,25,2,24,1,7,No
31,Travel_Frequently,1327,16410,Research & Development,Master,Medical,Medium,Male,Research Director,High,Divorced,13675,9,No,Excellent,9,3,2,2,2,No
33,Travel_Rarely,832,3493,Research & Development,Master,Life Sciences,High,Female,Research Scientist,Very High,Married,2911,1,No,Excellent,2,2,2,0,2,No
34,Travel_Rarely,470,7148,Research & Development,Master,Life Sciences,Very High,Male,Manufacturing Director,Low,Married,5957,6,No,Excellent,13,3,11,5,9,No
37,Travel_Rarely,1017,4704,Research & Development,College,Medical,High,Female,Research Scientist,Low,Married,3920,2,No,Excellent,17,2,3,0,2,No
45,Travel_Frequently,1199,7721,Research & Development,Master,Life Sciences,Low,Male,Manufacturing Director,High,Married,6434,4,No,Excellent,9,1,3,0,2,No
37,Travel_Frequently,504,12058,Research & Development,Bachelor,Medical,Low,Male,Manufacturing Director,High,Divorced,10048,6,No,Excellent,17,5,1,0,0,Yes
39,Travel_Frequently,505,13126,Research & Development,Master,Technical Degree,High,Female,Healthcare Representative,High,Single,10938,0,No,Outstanding,20,1,19,11,8,No
29,Travel_Rarely,665,2808,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,Very High,Single,2340,1,No,Excellent,6,1,6,1,5,No
42,Travel_Rarely,916,7854,Research & Development,College,Life Sciences,Very High,Female,Research Scientist,Low,Single,6545,3,Yes,Excellent,10,1,3,0,2,No
29,Travel_Rarely,1247,8317,Sales,College,Marketing,Very High,Male,Sales Executive,Very High,Divorced,6931,2,No,Excellent,10,2,3,0,2,No
25,Travel_Rarely,685,5878,Research & Development,Bachelor,Life Sciences,Low,Female,Manufacturing Director,High,Married,4898,0,No,Excellent,5,3,4,1,2,No
42,Travel_Rarely,269,3112,Research & Development,Bachelor,Medical,Very High,Female,Laboratory Technician,Low,Divorced,2593,0,Yes,Excellent,10,4,9,7,8,No
40,Travel_Rarely,1416,23323,Research & Development,College,Medical,Low,Male,Research Director,High,Divorced,19436,0,No,Excellent,22,5,21,3,9,No
51,Travel_Rarely,833,3268,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,Very High,Married,2723,1,No,Excellent,1,0,1,0,0,No
31,Travel_Frequently,307,4175,Research & Development,College,Medical,High,Male,Laboratory Technician,Medium,Single,3479,0,No,Excellent,6,2,5,1,4,Yes
32,Travel_Frequently,1311,3353,Research & Development,Bachelor,Life Sciences,Medium,Male,Laboratory Technician,Medium,Married,2794,1,No,Outstanding,5,3,5,0,3,No
38,Non-Travel,1327,6299,Sales,College,Life Sciences,Very High,Male,Sales Executive,Very High,Married,5249,3,No,Excellent,13,0,8,7,5,No
32,Travel_Rarely,128,2611,Research & Development,Below College,Technical Degree,Very High,Male,Laboratory Technician,Low,Single,2176,4,No,Excellent,9,5,6,0,4,No
46,Travel_Rarely,488,20246,Sales,Bachelor,Technical Degree,High,Female,Manager,Medium,Married,16872,3,Yes,Excellent,28,2,7,7,7,No
28,Travel_Rarely,529,4182,Research & Development,Master,Life Sciences,Low,Male,Laboratory Technician,High,Single,3485,2,No,Excellent,5,5,0,0,0,Yes
29,Travel_Rarely,1210,7973,Sales,Bachelor,Medical,Low,Male,Sales Executive,Medium,Married,6644,2,No,Excellent,10,2,0,0,0,No
31,Travel_Rarely,1463,6698,Research & Development,Bachelor,Medical,Medium,Male,Healthcare Representative,Very High,Married,5582,0,No,Outstanding,10,2,9,7,8,No
25,Non-Travel,675,4800,Research & Development,College,Life Sciences,Medium,Male,Healthcare Representative,Low,Divorced,4000,1,No,Excellent,6,2,6,1,5,No
45,Travel_Rarely,1385,16195,Research & Development,College,Medical,High,Male,Healthcare Representative,Very High,Married,13496,0,Yes,Excellent,21,2,20,4,10,No
36,Travel_Rarely,1403,3852,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,Very High,Married,3210,0,No,Excellent,16,4,15,10,11,No
55,Travel_Rarely,452,22854,Research & Development,Bachelor,Medical,Very High,Male,Manager,Low,Single,19045,0,Yes,Excellent,37,2,36,4,13,No
47,Non-Travel,666,14219,Research & Development,Master,Life Sciences,Low,Male,Manager,Medium,Married,11849,1,Yes,Excellent,10,2,10,9,9,Yes
28,Travel_Rarely,1158,2484,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Very High,Married,2070,1,No,Outstanding,5,3,5,0,4,No
37,Travel_Rarely,228,7802,Sales,Master,Medical,High,Male,Sales Executive,Very High,Married,6502,4,No,Excellent,7,5,5,0,1,No
21,Travel_Rarely,996,3876,Research & Development,College,Medical,Very High,Male,Research Scientist,High,Single,3230,1,No,Excellent,3,4,3,1,0,No
37,Non-Travel,728,16324,Research & Development,Master,Medical,Low,Female,Research Director,Very High,Divorced,13603,2,Yes,Excellent,15,2,5,0,2,No
35,Travel_Rarely,1315,14395,Research & Development,Bachelor,Life Sciences,Medium,Female,Manager,Medium,Divorced,11996,7,No,Excellent,10,6,7,6,2,No
38,Travel_Rarely,322,6726,Sales,College,Medical,Low,Female,Sales Executive,Low,Divorced,5605,1,Yes,Outstanding,8,3,8,7,7,No
26,Travel_Frequently,1479,7676,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,Medium,Divorced,6397,1,No,Outstanding,6,6,6,1,4,No
50,Travel_Rarely,797,22973,Research & Development,Below College,Life Sciences,Low,Male,Research Director,Medium,Divorced,19144,3,No,Excellent,28,4,10,1,6,No
53,Travel_Rarely,1070,21101,Research & Development,Master,Medical,High,Male,Research Director,High,Married,17584,3,Yes,Excellent,21,5,5,1,3,No
42,Travel_Rarely,635,5888,Sales,Below College,Life Sciences,Medium,Male,Sales Executive,High,Married,4907,1,No,Outstanding,20,3,20,11,6,No
29,Travel_Frequently,442,5465,Sales,College,Life Sciences,Medium,Male,Sales Executive,Very High,Single,4554,1,No,Excellent,10,3,10,0,9,No
55,Travel_Rarely,147,6498,Research & Development,College,Technical Degree,Medium,Male,Laboratory Technician,Very High,Married,5415,3,Yes,Excellent,12,4,10,0,8,No
26,Travel_Frequently,496,5689,Research & Development,College,Medical,Low,Male,Healthcare Representative,Low,Married,4741,1,Yes,Excellent,5,3,5,3,3,No
37,Travel_Rarely,1372,2538,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Scientist,Very High,Single,2115,1,No,Excellent,17,3,17,5,7,No
44,Travel_Frequently,920,3793,Research & Development,Bachelor,Life Sciences,Very High,Male,Laboratory Technician,High,Divorced,3161,3,Yes,Outstanding,19,0,1,0,0,Yes
38,Travel_Rarely,688,6894,Research & Development,Master,Life Sciences,Very High,Male,Healthcare Representative,Very High,Divorced,5745,9,No,Excellent,10,2,2,1,2,No
26,Travel_Rarely,1449,2848,Research & Development,Master,Medical,Low,Male,Laboratory Technician,Medium,Divorced,2373,2,Yes,Excellent,5,2,3,0,2,Yes
28,Travel_Rarely,1117,3972,Research & Development,College,Life Sciences,Very High,Female,Research Scientist,Very High,Single,3310,1,No,Outstanding,5,3,5,0,2,No
49,Travel_Frequently,636,22398,Research & Development,Master,Life Sciences,High,Female,Research Director,Low,Single,18665,9,Yes,Excellent,22,4,3,1,2,No
36,Travel_Rarely,506,5382,Research & Development,Bachelor,Technical Degree,High,Male,Research Scientist,Medium,Single,4485,4,No,Excellent,10,2,8,7,7,No
31,Travel_Frequently,444,3347,Sales,Bachelor,Marketing,Very High,Female,Sales Representative,Medium,Divorced,2789,1,No,Excellent,2,5,2,2,2,No
26,Travel_Rarely,950,6994,Sales,Master,Marketing,Very High,Male,Sales Executive,Very High,Single,5828,1,Yes,Excellent,8,0,8,7,4,Yes
37,Travel_Frequently,889,2791,Research & Development,Bachelor,Medical,Medium,Male,Research Scientist,Very High,Married,2326,1,Yes,Excellent,4,3,4,1,2,No
42,Travel_Frequently,555,16230,Sales,Bachelor,Marketing,High,Female,Sales Executive,Medium,Married,13525,5,No,Excellent,23,2,20,4,8,No
18,Travel_Rarely,230,1704,Research & Development,Bachelor,Life Sciences,High,Male,Laboratory Technician,High,Single,1420,1,No,Excellent,0,2,0,0,0,Yes
35,Travel_Rarely,1232,9624,Sales,Bachelor,Marketing,High,Male,Sales Executive,Medium,Married,8020,0,No,Excellent,12,3,11,6,9,No
36,Travel_Frequently,566,4426,Research & Development,Master,Life Sciences,High,Male,Laboratory Technician,Very High,Married,3688,4,No,Excellent,4,2,1,0,0,No
51,Travel_Rarely,1302,6578,Research & Development,Bachelor,Medical,Very High,Male,Manufacturing Director,Medium,Divorced,5482,5,No,Excellent,13,3,4,1,2,No
41,Travel_Rarely,334,19218,Sales,Master,Life Sciences,Very High,Male,Manager,Medium,Single,16015,1,No,Excellent,22,2,22,0,4,No
18,Travel_Rarely,812,1440,Sales,Bachelor,Medical,Very High,Female,Sales Representative,High,Single,1200,1,No,Excellent,0,2,0,0,0,No
28,Travel_Rarely,1476,6793,Research & Development,College,Medical,Medium,Male,Healthcare Representative,Low,Single,5661,0,No,Excellent,9,2,8,0,7,No
